Title,GGS Rating,Collected Classes,num_rank
IEEE INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS,C,"C, C",1
IEEE INFORMATION VISUALIZATION CONFERENCE,C,"A, NC",1
IEEE INTERNATIONAL CONFERENCE ON SERVICES COMPUTING,B,"A, B, B",3
IEEE SWARM INTELLIGENCE SYMPOSIUM,B-,"A-, C",2
IEEE SYMPOSIUM ON VISUAL ANALYTICS SCIENCE AND TECHNOLOGY,B,"A, B, C",3
IEEE VISUALIZATION,C,"A+, A",1
IEEE CONGRESS ON SERVICES,B-,"B, B, C",2
IEEE GRENOBLE CONFERENCE,C,C,1
IEEE INTERNATIONAL CONFERENCE ON COMPUTER LANGUAGES,C,C,1
INTELLIGENT VEHICLES CONFERENCE,A-,"A, A-, B",4
INTERNATIONAL CONFERENCE ON NANOTECHNOLOGY,C,C,1
POWER ENGINEERING SOCIETY SUMMER MEETING,A-,A-,4
IEEE ANTENNAS AND PROPAGATION SOCIETY INTERNATIONAL SYMPOSIUM,A-,A-,4
IEEE IEEE INTERNATIONAL CONFERENCE ON RFID,B,"B, B",3
INDUSTRIAL ENGINEERING AND ENGINEERING MANAGEMENT,C,C,1
INTELLIGENT E-GOVERNMENT AND EMERGENCY MANAGEMENT,C,C,1
INTERNATIONAL ENGINEERING MANAGEMENT CONFERENCE,C,C,1
INTERNATIONAL ELECTRIC MACHINES AND DRIVES CONFERENCE,B,B,3
INTERNATIONAL ELECTRONICS MANUFACTURING TECHNOLOGY SYMPOSIUM,C,C,1
ASIA PACIFIC SYMPOSIUM ON INTELLIGENT AND EVOLUTIONARY SYSTEMS (WAS AUSTRALIA-JAPAN JOINT WORKSHOP ON  INTELLIGENT AND EVOLUTIONARY SYSTEMS),C,C,1
INTERNATIONAL CONFERENCE ON EXPLORING SERVICES SCIENCE,C,C,1
IET NETWORKS,C,C,1
IET WIRELESS SENSOR SYSTEMS,C,C,1
INTERNATIONAL FREE ELECTRON LASER CONFERENCE,C,C,1
IFIP INFORMATION SECURITY & PRIVACY CONFERENCE,B-,"B, B, C",2
DECISION SUPPORT SYSTEMS,B,"A++, C",3
IFIP ARTIFICIAL INTELLIGENCE,C,C,1
INTERNATIONAL IFIP-TC NETWORKING CONFERENCE,C,C,1
IMPLEMENTATION AND APPLICATION OF FUNCTIONAL LANGUAGES,C,"C, C",1
INTEGRATED FORMAL METHODS,B-,"B, B-, C",2
INTERNATIONAL FORUM ON STRATEGIC TECHNOLOGY,C,C,1
IFSA WORLD CONGRESS,C,"C, C",1
IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM,B-,"B, B, C",2
IEEE INTERNATIONAL GAMES INNOVATION CONFERENCE,C,C,1
INFORMATION HIDING,B,"A, A, C",3
SIMPÓSIO BRASILEIRO SOBRE FATORES HUMANOS EM SISTEMAS COMPUTACIONAIS,C,C,1
INTERNATIONAL CONFERENCE ON INTERACTION DESIGN & INTERNATIONAL DEVELOPMENT,C,C,1
INTERNATIONAL HEALTH INFORMATICS SYMPOSIUM,C,C,1
INTERNATIONAL CONFERENCE ON INTELLIGENT HUMAN-MACHINE SYSTEMS AND CYBERNETICS,C,C,1
INDIAN INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE,C,C,1
INTELLIGENT INFORMATION HIDING AND MULTIMEDIA SIGNAL PROCESSING,C,C,1
INFORMATION INTERACTION IN CONTEXT,C,C,1
INTERNATIONAL INTEGRATED RELIABILITY WORKSHOP,C,C,1
INTELLIGENT INFORMATION SYSTEMS,B,B,3
IEEE INTERNATIONAL SYMPOSIUM ON WORKLOAD CHARACTERIZATION,A-,A-,4
INTERNATIONAL CONFERENCE ON ION IMPLANTATION TECHNOLOGY,C,C,1
INTELLIGENT INFORMATION TECHNOLOGY APPLICATION,C,C,1
INFORMATION INTEGRATION AND WEB-BASED APPLICATIONS AND SERVICES,C,"B-, C, C",1
INTERNATIONAL JOINT CONFERENCE ON ARTIFICIAL INTELLIGENCE,A++,"A++, A++, A++",7
INTERNATIONAL JOINT CONFERENCE ON COMPUTATIONAL INTELLIGENCE,C,C,1
INTERNATIONAL JOINT CONFERENCE ON NATURAL LANGUAGE PROCESSING,A-,"A+, B, B",4
INTERNATIONAL JOINT CONFERENCE ON COMPUTATIONAL LINGUISTICS,A,A,5
IEEE INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS,A-,"A-, A-, B",4
INTERNATIONAL JOINT CONFERENCE ON ROUGH SETS (2014 INTERNATIONAL CONFERENCE ON ROUGH SETS AND CURRENT TRENDS IN COMPUTING JOINED WITH 3 OTHERS),C,C,1
"INTERNATIONAL JOURNAL OF SPATIAL DATA INFRASTRUCTURES RESEARCH, ,",C,C,1
INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE ENGINEERING,C,NC,1
INTERNATIONAL CONFERENCE ON LEARNING ANALYTICS AND KNOWLEDGE,A-,"A, A-",4
INDUCTIVE LOGIC PROGRAMMING,B,"B, B, B-",3
IFIP/IEEE INTERNATIONAL SYMPOSIUM ON INTEGRATED MANAGEMENT (ODD YEARS SHARING WITH NOMS),B,"B, B, B",3
IMA INTERNATIONAL CONFERENCE ON CRYPTOGRAPHY AND CODING,B,B,3
INTERNET MEASUREMENT CONFERENCE,A+,"A++, A+, A",6
INTERNATIONAL MULTICONFERENCE ON COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,C,C,1
INTERNATIONAL MULTICONFERENCE OF ENGINEERS AND COMPUTER SCIENTISTS,C,C,1
INTERNATIONAL CONFERENCE ON IT SECURITY INCIDENT MANAGEMENT AND IT FORENSICS,C,C,1
INNOVATIVE MOBILE AND INTERNET SERVICES IN UBIQUITOUS COMPUTING,C,C,1
SBMO/MTT-S INTERNATIONAL MICROWAVE AND OPTOELECTRONICS CONFERENCE,C,C,1
"INTERNATIONAL MICROSYSTEMS, PACKAGING, ASSEMBLY AND CIRCUITS TECHNOLOGY CONFERENCE",C,C,1
INTERNATIONAL MESHING ROUNDTABLE CONFERENCE,B,B,3
INTERNATIONAL MULTI-SYMPOSIUMS ON COMPUTER AND COMPUTATIONAL SCIENCES,C,C,1
INSTRUMENTATION AND MEASUREMENT TECHNOLOGY CONFERENCE,B,B,3
INTERNATIONAL MACHINE VISION AND IMAGE PROCESSING CONFERENCE,C,NC,1
"INTERNATIONAL SYMPOSIUM ON INTELLIGENT MULTIMEDIA, VIDEO AND SPEECH PROCESSING",C,C,1
INTERNATIONAL CONFERENCE ON INFRARED AND MILLIMETER WAVES,C,C,1
IEEE MTT-S INTERNATIONAL MICROWAVE WORKSHOP SERIES ON INNOVATIVE WIRELESS POWER TRANSMISSION,C,C,1
INTELLIGENT NETWORKING AND COLLABORATIVE SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON COMPUTING FOR SUSTAINABLE GLOBAL DEVELOPMENT,C,C,1
IEEE INDIA CONFERENCE,C,C,1
IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS,B,"B, B",3
INTERNATIONAL CONFERENCE ON CRYPTOLOGY IN INDIA,B,"B, B, NC",3
INTERNATIONAL CONFERENCE ON INTELLIGENT ENGINEERING SYSTEMS,C,C,1
CONFERENCE ON COMPUTER COMMUNICATIONS WORKSHOPS,B,B,3
ANNUAL JOINT CONFERENCE OF THE IEEE COMPUTER AND COMMUNICATIONS SOCIETIES,A++,"A++, A++, A++",7
INTERNATIONAL CONFERENCE ON ADVANCED COMMUNICATIONS AND COMPUTATION,C,NC,1
SCALABLE INFORMATION SYSTEMS,C,C,1
INFORMATION SECURITY CURRICULUM DEVELOPMENT,C,C,1
INTERNATIONAL CONFERENCE ON INTELLIGENCE IN NEXT GENERATION NETWORKS,C,C,1
INTERNATIONAL SYMPOSIUM ON INNOVATIONS IN INTELLIGENT SYSTEMS AND APPLICATIONS,C,"C, C",1
INTERNATIONAL CONFERENCE ON NATURAL LANGUAGE GENERATION,C,"B, C",1
INTERNATIONAL NETWORK OPTIMIZATION CONFERENCE,C,C,1
INFORMATION SECURITY AND CRYPTOLOGY,C,"C, NC",1
INTERNATIONAL CONFERENCE ON NETWORKED SENSING SYSTEMS,C,C,1
INTERNATIONAL TELECOMMUNICATIONS ENERGY CONFERENCE,B,B,3
IFIP TC13 CONFERENCE ON HUMAN-COMPUTER INTERACTION,B,"A-, B, B",3
IEEE INTERNATIONAL MAGNETICS CONFERENCE,B,B,3
INTERNATIONAL CONFERENCE ON SPOKEN LANGUAGE PROCESSING,A,"A, A, A",5
INTELLIGENT TECHNOLOGIES FOR INTERACTIVE ENTERTAINMENT,C,C,1
IEEE INTERNATIONAL ON-LINE TESTING SYMPOSIUM,C,"B, C, C",1
THE INTERNET OF THINGS,B,B,3
INTERNATIONAL PROVENANCE AND ANNOTATION WORKSHOP,B-,"A-, C",2
INTERNATIONAL PROFESSIONAL COMMUNICATION CONFERENCE,C,C,1
IEEE INTERNATIONAL PERFORMANCE COMPUTING AND COMMUNICATIONS CONFERENCE,B,"B, B, B",3
CONFERENCE ON INTEGER PROGRAMMING AND COMBINATORIAL OPTIMIZATION,B,"A, B, B",3
IEEE INTERNATIONAL PARALLEL AND DISTRIBUTED PROCESSING SYMPOSIUM,A,"A++, A, A",5
"IEEE INTERNATIONAL SYMPOSIUM ON PARALLEL & DISTRIBUTED PROCESSING, WORKSHOPS AND PHD FORUM",C,C,1
INTERNATIONAL SYMPOSIUM ON PARAMETERIZED AND EXACT COMPUTATION,B,"B, B",3
INTERNATIONAL POWER ELECTRONICS AND MOTION CONTROL CONFERENCE,B,B,3
INTERNATIONAL SYMPOSIUM ON THE PHYSICAL AND FAILURE ANALYSIS OF INTEGRATED CIRCUITS,C,C,1
INTERNATIONAL CONFERENCE ON INDOOR POSITIONING AND INDOOR NAVIGATION,C,"B, C",1
INFORMATION PROCESSING IN MEDICAL IMAGING,A-,A-,4
INFORMATION PROCESSING AND MANAGEMENT OF UNCERTAINTY,C,"C, C",1
INTERNATIONAL PARALLEL PROCESSING SYMPOSIUM,A-,"A++, B",4
INFORMATION PROCESSING IN SENSOR NETWORKS,A++,"A++, A++, A+",7
INFORMATION PROCESSING AND TRUSTED COMPUTING,C,C,1
"PRINCIPLES, SYSTEMS AND APPLICATIONS OF IP TELECOMMUNICATIONS",C,C,1
INTERNATIONAL WORKSHOP ON PEER-TO-PEER SYSTEMS,A-,"A+, A-",4
INTERNATIONAL QUANTUM ELECTRONICS CONFERENCE,C,C,1
IRE INTERNATIONAL CONVENTION RECORD,C,C,1
IEEE INTERNATIONAL CONFERENCE ON INFORMATION REUSE AND INTEGRATION,C,"B, C, NC",1
"INTERNATIONAL CONFERENCE ON INFRARED, MILLIMETER, AND TERAHERTZ WAVES",C,C,1
IEEE/RJS INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS,A+,"A++, A+, A",6
INTERNATIONAL RELIABILITY PHYSICS SYMPOSIUM,A-,A-,4
INTERNATIONAL RADAR SYMPOSIUM,C,C,1
INTERNATIONAL SYMPOSIUM ON END-USER DEVELOPMENT,C,C,1
INFORMATION SECURITY AND ASSURANCE,C,C,1
INTERNATIONAL SYMPOSIUM ON ALGORITHMS AND COMPUTATION,B,"A, B, B",3
APPLIED SCIENCES ON BIOMEDICAL AND COMMUNICATION TECHNOLOGIES,C,C,1
INTERNATIONAL SYMPOSIUM ON AUTONOMOUS DECENTRALIZED SYSTEMS,C,"B-, C, C",1
CONFERENCE FOR THE INTERNATIONAL SIMULATION AND GAMING ASSOCIATION,C,C,1
INTERNATIONAL SYMPOSIUM ON ARTIFICIAL INTELLIGENCE,C,C,1
INTERNATIONAL SYMPOSIUM ON ARTIFICIAL INTELLIGENCE AND MATHEMATICS,C,NC,1
INTERNATIONAL SYMPOSIUM ON ANTENNAS AND PROPAGATION,C,C,1
INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEM APPLICATIONS TO POWER SYSTEMS,C,C,1
INTERNATIONAL SYMPOSIUM ON AUTOMATION AND ROBOTICS IN CONSTRUCTION,C,C,1
INTERNATIONAL CONFERENCE INFORMATION SYSTEMS ARCHITECTURE AND TECHNOLOGY,C,NC,1
IEEE INTERNATIONAL SYMPOSIUM ON BIOMEDICAL IMAGING: FROM NANO TO MACRO,B,"A-, B",3
INTERNATIONAL SYMPOSIUM ON BIOINFORMATICS RESEARCH AND APPLICATIONS,C,C,1
INFORMATION SECURITY CONFERENCE,B-,"B, B, C",2
ACM INTERNATIONAL SYMPOSIUM ON COMPUTER ARCHITECTURE,A++,"A++, A++, A++",7
IEEE INTERNATIONAL SYMPOSIUM ON CIRCUITS AND SYSTEMS,A-,"A+, A-",4
IEEE SYMPOSIUM ON COMPUTERS AND COMMUNICATIONS,B,"A-, B, B",3
"INTERNATIONAL SYMPOSIUM ON COMMUNICATIONS, CONTROL AND SIGNAL PROCESSING",C,C,1
INTERNATIONAL SYMPOSIUM ON CONSUMER ELECTRONICS,C,C,1
INTERNATIONAL SYMPOSIUM ON COMPUTER AND INFORMATION SCIENCES,C,"B, C, C",1
INTERNATIONAL SYMPOSIUM ON COMMUNICATIONS AND INFORMATION TECHNOLOGIES,C,C,1
INTERNATIONAL SYMPOSIUM ON COMBINATORIAL OPTIMISATION,C,"C, C",1
INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS FOR CRISIS RESPONSE AND MANAGEMENT,C,C,1
INTERNATIONAL SYMPOSIUM ON CHINESE SPOKEN LANGUAGE PROCESSING,C,C,1
INTERNATIONAL SYMPOSIUM ON COMPUTER VISION,B-,B-,2
INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS DEVELOPMENT,C,C,1
INTELLIGENT SYSTEMS DESIGN AND APPLICATIONS,C,"B, C, C",1
INTERNATIONAL SYMPOSIUM ON DISCHARGES AND ELECTRICAL INSULATION IN VACUUM,C,C,1
INTERNATIONAL SYMPOSIUM ON DISTRIBUTED OBJECTS AND APPLICATIONS,C,C,1
INTERNATIONAL SEMICONDUCTOR DEVICE RESEARCH SYMPOSIUM,C,C,1
INTERNATIONAL SYMPOSIUM ON ELECTRETS,C,C,1
INDIA SOFTWARE ENGINEERING CONFERENCE,C,C,1
INTERNATIONAL SYMPOSIUM ON ELECTRONIC COMMERCE AND SECURITY,C,C,1
INTERNATIONAL SYMPOSIUM ON ELECTRONICS AND THE ENVIRONMENT,C,C,1
IEEE INTERNATIONAL SYMPOSIUM ON ELECTRICAL INSULATION,C,C,1
INTERNATIONAL SYMPOSIUM ON ELECTRICAL INSULATING MATERIALS,C,C,1
INTERNATIONAL SYMPOSIUM ON EXPERIMENTAL ROBOTICS,B,"B, B",3
INTERNATIONAL SYMPOSIUM ON EMPIRICAL SOFTWARE ENGINEERING,B,"A-, B",3
IEEE INTERNATIONAL SYMPOSIUM ON FAULT-TOLERANT COMPUTING,A,A,5
INTERNATIONAL SYMPOSIUM ON GRIDS AND CLOUDS (WAS INTERNATIONAL SYMPOSIUM ON GRID COMPUTING),C,C,1
IEEE PES INNOVATIVE SMART GRID TECHNOLOGIES EUROPE,C,C,1
IEEE PES INNOVATIVE SMART GRID TECHNOLOGIES CONFERENCE,B,B,3
IEEE INTELLIGENCE AND SECURITY INFORMATICS,B-,"B, B, C",2
IEEE INTERNATIONAL SYMPOSIUM ON INTELLIGENT CONTROL,C,"B, C",1
INTERNATIONAL SYMPOSIUM ON INFORMATION AND COMMUNICATION TECHNOLOGIES,C,"C, C",1
INTERNATIONAL SYMPOSIUM ON INDUSTRIAL ELECTRONICS,B,B,3
IEEE SYMPOSIUM ON INDUSTRIAL ELECTRONICS AND APPLICATIONS,C,C,1
INTERNATIONAL SYMPOSIUM ON INFORMATION PROCESSING,C,C,1
INTERNATIONAL SYMPOSIUM ON IMPRECISE PROBABILITIES AND THEIR APPLICATIONS,C,C,1
IEEE INTERNATIONAL SYMPOSIUM ON INFORMATION THEORY,A-,"A+, A, B",4
INTERNATIONAL SYMPOSIUM ON INFORMATION THEORY AND ITS APPLICATIONS,C,"B, C",1
INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS AND KNOWLEDGE ENGINEERING,C,"C, C, NC",1
INTERNATIONAL SYMPOSIUM ON LOW POWER ELECTRONICS AND DESIGN,A,"A, A",5
IEEE INTERNATIONAL SYMPOSIUM ON MULTIMEDIA,C,"B, C, C",1
INTERNATIONAL SYMPOSIUM ON MIXED AND AUGMENTED REALITY,A,"A++, A, A",5
INTELLIGENT SYSTEMS IN MOLECULAR BIOLOGY,C,"A+, NC",1
INTERNATIONAL CONFERENCE ON MUSIC INFORMATION RETRIEVAL,A,"A, A",5
INTERNATIONAL SYPOSIUM ON METHODOLOGIES FOR INTELLIGENT SYSTEMS,C,"B, C, C",1
INTERNATIONAL SYMPOSIUM ON MEMORY MANAGEMENT,C,"B, C",1
"INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS, MODELLING AND SIMULATION",C,C,1
IEEE INTERNATIONAL SYMPOSIUM ON MULTIPLE-VALUED LOGIC,C,"B-, C",1
"INTERNATIONAL SYMPOSIUM ON NETWORKS, COMPUTERS AND COMMUNICATIONS",C,C,1
INTERNATIONAL SYMPOSIUM ON NEURAL NETWORKS,C,"C, C",1
INTERNATIONAL SOC DESIGN CONFERENCE,C,C,1
"INTERNATIONAL SYMPOSIUM ON LEVERAGING APPLICATIONS OF FORMAL METHODS, VERIFICATION AND VALIDATION",C,"C, C, C",1
IEEE INTERNATIONAL SYMPOSIUM ON OBJECT-ORIENTED REAL-TIME DISTRIBUTED COMPUTING,B-,"B, B-, C",2
"IEEE INTERNATIONAL SYMPOSIUM ON INTELLIGENT SIGNAL PROCESSING,",C,C,1
IEEE INTERNATIONAL SYMPOSIUM ON PARALLEL AND DISTRIBUTED PROCESSING WITH APPLICATIONS,C,"B, C",1
INTERNATIONAL SYMPOSIUM ON INTELLIGENT SIGNAL PROCESSING AND COMMUNICATION SYSTEMS,C,C,1
IEEE INTERNATIONAL SYMPOSIUM ON PERFORMANCE ANALYSIS OF SYSTEMS AND SOFTWARE,A-,"A, A-, B",4
INTERNATIONAL SYMPOSIUM ON PRECISION CLOCK SYNCHRONIZATION FOR MEASUREMENT CONTROL AND COMMUNICATION,C,C,1
ACM INTERNATIONAL SYMPOSIUM ON PHYSICAL DESIGN,B,"B, B",3
INTERNATIONAL SYMPOSIUM ON PARALLEL AND DISTRIBUTED COMPUTING,C,"C, C, C",1
INFORMATION SECURITY PRACTICE AND EXPERIENCE,C,"B, C",1
INTERNATIONAL SYMPOSIUM ON POWER LINE COMMUNICATIONS AND ITS APPLICATIONS,C,C,1
ANNUAL INTERNATIONAL WORKSHOP ON PRESENCE,B,B,3
INTERNATIONAL SYMPOSIUM ON POWER SEMICONDUCTOR DEVICES AND IC'S,B,B,3
IEEE INTERNATIONAL SYMPOSIUM ON QUALITY ELECTRONIC DESIGN,B,"B, B",3
INTERNATIONAL SYMPOSIUM ON ROBOTICS,B,B,3
INTERNATIONAL SYMPOSIUM OF ROBOTICS RESEARCH,B,"A, B-",3
ACM INTERNATIONAL CONFERENCE ON INTERACTIVE SURFACES AND SPACES (WAS INTERNATIONAL WORKSHOP ON HORIZONTAL INTERACTIVE HUMAN-COMPUTER SYSTEMS: TABLETOP),C,NC,1
INFORMATION SECURITY FOR SOUTH AFRICA,C,C,1
IRISH SIGNALS AND SYSTEMS CONFERENCE,C,C,1
IEEE INTERNATIONAL SOLID-STATE CIRCUITS CONFERENCE,A,"A++, A+",5
"INTERNATIONAL SYMPOSIUM ON SIGNALS, CIRCUITS AND SYSTEMS",C,C,1
INTERNATIONAL SYMPOSIUM ON SPATIAL DATA QUALITY,C,C,1
INTERNATIONAL SPRING SEMINAR ON ELECTRONICS TECHNOLOGY,C,C,1
INTERNATIONAL SYMPOSIUM ON SEMICONDUCTOR MANUFACTURING,C,C,1
"INTERNATIONAL CONFERENCE ON INTELLIGENT SENSORS, SENSOR NETWORKS AND INFORMATION",C,C,1
"INTELLIGENT SENSORS, SENSOR NETWORKS AND INFORMATION PROCESSING CONFERENCE",C,C,1
"INFORMATION SCIENCES, SIGNAL PROCESSING AND THEIR APPLICATIONS",C,C,1
INTERNATIONAL SYMPOSIUM ON SIGNAL PROCESSING AND INFORMATION TECHNOLOGY,C,C,1
INTERNATIONAL SYMPOSIUM ON SOFTWARE RELIABILITY ENGINEERING,B,"A, B, B",3
INTERNATIONAL SYMPOSIUM ON SYSTEMS SYNTHESIS,A-,A-,4
"INTERNATIONAL SYMPOSIUM ON SIGNALS, SYSTEMS AND ELECTRONICS",C,C,1
INTERNATIONAL SYMPOSIUM ON SPREAD SPECTRUM TECHNIQUES AND APPLICATIONS,B,B,3
INTERNATIONAL SYMPOSIUM ON SOFTWARE TESTING AND ANALYSIS,A+,"A+, A+, A",6
INTERNATIONAL SYMPOSIUM ON TELECOMMUNICATIONS,C,C,1
INTERNATIONAL SYMPOSIUM ON TECHNOLOGY AND SOCIETY,C,"C, C",1
INTERNATIONAL SYMPOSIUM ON TURBO CODES AND ITERATIVE INFORMATION PROCESSING,C,C,1
IST MOBILE AND WIRELESS COMMUNICATIONS SUMMIT,C,C,1
INTERNATIONAL SYMPOSIUM ON UBIQUITOUS VIRTUAL REALITY,C,NC,1
INTERNATIONAL SYMPOSIUM ON VISUAL COMPUTING,C,"C, NC",1
IEEE COMPUTER SOCIETY ANNUAL SYMPOSIUM ON VLSI,C,"B, C",1
INTERNATIONAL SEMANTIC WEB CONFERENCE,A+,"A+, A+, A",6
INTERNATIONAL SYMPOSIUM ON WIRELESS COMMUNICATION SYSTEMS,B,"B, B",3
IEEE INTERNATIONAL SYMPOSIUM ON WEARABLE COMPUTERS,C,"A, NC",1
INTERNATIONAL SYMPOSIUM ON WIRELESS PERVASIVE COMPUTING,C,C,1
INTERNATIONAL CONFERENCE ON INTERNET TECHNOLOGIES AND APPLICATIONS,C,"B, NC",1
CONFERENCE ON THEORY AND PRACTICE OF INFORMATION TECHNOLOGIES,C,C,1
INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY IN BIO- AND MEDICAL INFORMATICS,C,C,1
INTERNATIONAL TEST CONFERENCE,A-,"A, A-",4
INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY: CODING AND COMPUTING,C,"B, C",1
INNOVATIONS IN THEORETICAL COMPUTER SCIENCE,A,A,5
IEEE TRANSPORTATION ELECTRIFICATION CONFERENCE AND EXPO,C,C,1
INTERSOCIETY CONFERENCE ON THERMAL AND THERMOMECHANICAL PHENOMENA IN ELECTRONIC SYSTEMS,B,B,3
INFORMATION TECHNOLOGY BASED HIGHER EDUCATION AND TRAINING,C,"C, C",1
INFORMATION TECHNOLOGY INTERFACES,C,C,1
ANNUAL CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION,B,"A, B, C",3
INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY NEW GENERATIONS,C,"B, C",1
INTERNATIONAL TELECOMMUNICATIONS NETWORK STRATEGY AND PLANNING SYMPOSIUM,C,C,1
"CONFERENCE ON INTERACTIVE THEOREM PROVING (PREVIOUSLY TPHOLS, CHANGED IN 2009)",B-,"A, B-, C",2
INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY: RESEARCH AND EDUCATION,C,C,1
INTERNATIONAL CONFERENCE ON INTELLIGENT TUTORING SYSTEMS,B,"A, B, B",3
INTERNATIONAL CONFERENCE ON INTELLIGENT TRANSPORTATION SYSTEMS,A-,A-,4
INTERNATIONAL CONFERENCE ON ITS TELECOMMUNICATIONS,C,C,1
INFORMATION THEORY WORKSHOP,B,"B, B, B",3
INTERNATIONAL CONFERENCE ON INTELLIGENT USER INTERFACES,A,"A, A, A",5
INTEGRATED UNCERTAINTY IN KNOWLEDGE MODELLING AND DECISION MAKING,C,C,1
INTERNALTIONAL ULTRASONICS SYMPOSIUM,B,B,3
INTERNATIONAL CONFERENCE ON INFORMATION VISUALISATION,B,"B, B",3
APPLICATIONS OF INFORMATION VISUALIZATION,C,C,1
INTELLIGENT VIRTUAL AGENTS,B,"A-, B, B",3
INFORMATION VISUALIZATION IN BIOMEDICAL INFORMATICS,C,C,1
IMAGE AND VISION COMPUTING CONFERENCE,C,"C, C, NC",1
CONFERENCE ON IMAGE AND VIDEO COMMUNICATIONS AND PROCESSING,C,C,1
INTERNATIONAL VACUUM ELECTRONICS CONFERENCE,C,C,1
INTERNATIONAL VACUUM ELECTRON SOURCES CONFERENCE,C,C,1
INTERNATIONAL WORK-CONFERENCE ON ARTIFICIAL AND NATURAL NEURAL NETWORKS,C,"B, C, NC",1
INTERNATIONAL WORKSHOP ON ANTENNA TECHNOLOGY,C,C,1
INTERNATIONAL WORKSHOP ON COMPUTATIONAL ELECTRONICS,C,C,1
INTERNATIONAL WORKSHOP ON COMBINATORIAL IMAGE ANALYSIS,C,"C, C, C",1
ACM INTERNATIONAL WIRELESS COMMUNICATIONS AND MOBILE COMPUTING CONFERENCE,B,"B, B, B",3
IEEE INTERNATIONAL WORKSHOP ON CELLULAR NEURAL NETWORKS AND THEIR APPLICATIONS,C,C,1
INTERNATIONAL WAVEFORM DIVERSITY AND DESIGN CONFERENCE,C,C,1
INTERNATIONAL WORKSHOP ON DIGITAL WATERMARKING,C,"C, C",1
INTERNATIONAL WORK-CONFERENCE ON THE INTERPLAY BETWEEN NATURAL AND ARTIFICIAL COMPUTATION,C,"C, NC",1
INTERNATIONAL WORKSHOP ON COMBINATORIAL ALGORITHM,C,"B, C",1
INTERNATIONAL WORKSHOP ON OPENMP,C,C,1
INTERNATIONAL WORKSHOP ON SELF-ORGANIZING SYSTEMS,C,C,1
INTERNATIONAL WORKSHOP ON PRINCIPLES OF SOFTWARE EVOLUTION,B-,"B, B-",2
INTERNATIONAL WORKSHOP/CONFERENCE ON PARSING TECHNOLOGIES,C,C,1
INTERNATIONAL WORKSHOP ON QUALITY OF SERVICE,B,"B, B, B",3
INTERNATIONAL WORKSHOP ON ROBOT MOTION AND CONTROL,C,C,1
INTERNATIONAL WORKSHOP ON SOFTWARE CLONES,C,C,1
INTERNATIONAL WORKSHOP ON SECURITY,C,"B, NC",1
JOINT CONFERENCE OF THE INTERNATIONAL WORKSHOP ON SOFTWARE MEASUREMENT AND THE INTERNATIONAL CONFERENCE ON SOFTWARE PROCESS AND PRODUCT MEASUREMENT (IWSM AND MENSURA COMBINED FROM 2007),C,C,1
INTERNATIONAL WORKSHOP ON SOFTWARE MEASUREMENT AND THE INTERNATIONAL CONFERENCE ON SOFTWARE PROCESS AND PRODUCT MEASUREMENT,C,C,1
INTERNATIONAL WORKSHOP ON SOFTWARE SPECIFICATION AND DESIGN,B-,B-,2
"INTERNATIONAL CONFERENCE ON SYSTEMS, SIGNALS AND IMAGE PROCESSING",C,C,1
INTERNATIONAL ZURICH SEMINAR ON DIGITAL COMMUNICATIONS,C,C,1
INFORMING SCIENCE AND INFORMATION TECHNOLOGY EDUCATION,C,C,1
INDIAN CONFERENCE ON HUMAN-COMPUTER INTERACTION,C,NC,1
INFORMATION VISUALISATION THEORY AND PRACTICE,C,C,1
IEEE INTERNATIONAL SCIENTIFIC CONFERENCE ON INFORMATICS,C,NC,1
"INTERNATIONAL CONFERENCE ON INTERNET OF THINGS, BIG DATA AND SECURITY",C,C,1
INTERNATIONAL CONFERENCE ON THE STATISTICAL ANALYSIS OF TEXTUAL DATA,C,C,1
FALL JOINT COMPUTER CONFERENCE,B-,B-,2
ACM IEEE JOINT CONFERENCE ON DIGITAL LIBRARIES,B,"A, B",3
JOINT INTERNATIONAL CONFERENCE ON INFORMATION SCIENCES,A++,A++,7
JOINT CONFERENCE ON LEXICAL AND COMPUTATIONAL SEMANTICS,B,B,3
